category,department,shelf_life_days,days_remaining,initial_stock,current_stock,base_price,dynamic_price,elasticity,restock_frequency_days,carbon_score,predicted_daily_sales,days_until_restock,days_stock_lasts,risk_score,forecasted_waste_units,forecasted_waste_value,recommended_action,co2_saved_kg,meals_saved,water_saved_liters,energy_saved_kwh,sustainability_score,efficiency_ratio,overstock_score
1,3,440,46,77,0,7.0,7.0,1.03,9,0.63,47.74,2,0.544616654501027,38.34,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,37,0,426,0,3.19,3.19,0.23,2,5.28,14.43,0,6.860706715611814,68.82,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,57,0,409,0,5.59,5.59,0.0,2,5.61,48.05,0,4.120707661682632,72.44,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,13,0,270,0,2.17,2.17,0.45,2,6.17,81.78,0,3.1181218367119232,70.18,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,4,0,411,0,0.57,0.57,0.07,2,2.51,40.02,0,3.17341325705464,59.34,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,7,0,121,0,1.13,1.13,0.2,1,7.15,39.66,0,1.4624306662417854,76.6,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
0,3,445,28,315,104,9.77,6.48,1.72,8,5.56,67.16,6,1.9654555211775893,78.63,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,3.15
1,6,483,190,115,0,6.66,6.66,1.05,13,3.54,33.45,1,3.1689087468554407,38.43,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,9,0,342,0,7.36,7.36,1.49,2,9.3,55.13,0,1.4148376290366476,77.2,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
0,6,669,479,408,204,8.44,8.44,1.53,10,7.68,68.02,7,4.439870845403581,56.15,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,2.34
1,5,3,0,186,0,3.12,3.12,0.25,2,5.73,29.02,0,1.929703622214052,70.42,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,48,0,347,0,3.24,3.24,0.47,1,6.5,73.2,0,1.8579235747258576,71.3,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,3,460,58,226,0,5.76,5.76,0.0,9,1.93,62.85,2,2.402545802163786,52.68,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,13,0,389,0,9.63,9.63,0.0,2,6.38,63.02,0,5.998095799020781,75.52,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,5,3,0,72,0,7.57,7.57,1.0,2,4.99,19.92,0,1.0040160604116293,59.96,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,4,0,482,0,6.59,6.59,1.19,1,9.83,63.83,0,1.5509947855247332,79.32,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,52,0,478,0,5.66,5.66,0.77,1,4.3,7.43,0,56.12382363853201,59.5,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,45,0,395,0,2.55,2.55,0.0,1,4.25,36.55,0,10.615595296827813,67.0,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
0,2,374,276,422,1519,21.16,21.16,7.59,8,5.12,27.59,6,10.257339559074092,60.96,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,54.25
0,2,374,276,422,1711,21.16,21.16,7.59,8,5.12,23.82,6,11.880772612330984,60.96,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,61.11
1,0,47,0,259,0,0.52,0.52,0.06,2,3.61,64.54,0,2.959404978162129,63.84,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,56,0,161,0,1.19,1.19,0.19,1,7.69,62.54,0,2.238567284146633,78.86,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,28,0,448,0,2.0,2.0,0.0,2,4.09,50.5,0,7.544554455445544,66.36,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,5,7,0,348,0,7.05,7.05,0.72,1,5.23,49.36,0,4.983792482944377,63.72,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,50,0,59,0,2.33,2.33,0.0,2,5.49,21.06,0,2.1842355729585776,71.96,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
0,4,470,51,181,0,16.61,16.61,3.45,12,4.01,36.28,0,3.941565733502801,51.7,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,5,14,0,436,0,3.17,3.17,0.35,1,4.38,49.57,0,2.0576961998781327,64.02,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
0,3,436,261,332,0,2.8,2.8,0.52,10,7.23,46.83,1,6.000426842043355,49.78,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,3,497,9,283,467,6.5,4.02,0.87,13,3.46,9.2,6,17.608696017238284,84.42,395,2567.5,2,1366.7,1316.67,19750,98.75,100.0,0.532,58.38
1,1,6,0,302,0,4.8,4.8,0.29,2,4.76,59.45,0,3.784692970773901,66.14,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,13,0,101,0,7.58,7.58,0.8,2,2.83,12.68,0,4.810725436268384,53.32,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,5,4,0,160,0,4.03,4.03,0.35,1,4.11,53.84,0,1.2444279310942676,62.94,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
0,3,598,287,95,0,6.23,6.23,0.66,9,4.5,48.85,2,0.6345957209481315,42.2,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,14,0,101,0,6.28,6.28,0.93,1,9.38,23.66,0,1.7751479404423534,78.22,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,3,0,405,0,8.89,8.89,0.92,2,6.74,61.33,1,4.97309621545718,67.76,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,16,0,187,0,1.62,1.62,0.17,2,5.33,57.65,0,1.994796131069951,69.62,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,3,434,119,155,155,7.0,7.0,1.05,10,6.36,32.86,10,4.047474057505109,84.47,0,0.0,2,0.0,0.0,0,0.0,0.0,0.0,5.0
1,3,547,288,264,1042,8.59,8.59,1.32,8,5.23,14.93,8,8.70730055879054,69.86,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,69.47
1,5,8,0,120,0,7.31,7.31,0.59,1,5.57,51.69,0,0.4836525568619793,66.38,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,5,8,0,142,0,7.26,7.26,0.86,1,5.19,54.99,0,1.7275867812384609,62.16,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,5,7,0,467,0,3.17,3.17,0.46,1,9.94,63.2,0,1.5348101080543166,85.16,0,0.0,2,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,9,0,415,0,2.78,2.78,0.69,1,7.65,57.89,0,4.508550747137692,73.7,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,11,0,249,0,2.31,2.31,0.27,1,2.81,63.95,0,1.892103183056135,58.54,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,3,538,292,112,40,1.47,1.47,0.0,8,0.0,36.49,6,2.274595675038824,34.78,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,1.08
0,2,705,614,58,58,15.84,15.84,6.16,11,3.76,86.32,11,0.370713625036293,22.67,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.41
1,3,408,138,63,80,0.95,0.95,0.12,11,0.89,4.16,4,3.8461539872299335,68.83,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,26.67
0,3,411,216,384,246,9.03,9.03,1.73,8,5.67,69.14,6,1.2149262473464295,63.05,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,3.57
1,5,3,0,341,0,5.56,5.56,0.75,1,8.91,29.57,0,4.971254701288689,78.14,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
0,3,673,562,120,0,5.0,5.0,0.72,12,4.9,77.18,4,0.5830526019961968,29.0,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,49,0,423,0,5.34,5.34,0.69,2,6.61,69.78,0,3.811980576860083,69.54,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,3,655,598,362,75,8.41,8.41,1.45,11,4.79,41.42,4,1.9072912480046973,33.62,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,1.83
0,3,307,217,367,299,4.23,4.23,0.73,11,2.93,68.15,10,1.7314746494200932,54.62,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,4.75
1,7,6,0,190,0,0.65,0.65,0.16,1,10.0,41.48,0,3.2545805566496804,88.4,0,0.0,2,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,41,0,68,0,9.29,9.29,0.71,2,2.63,62.99,0,0.5238926674180593,53.42,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,6,0,368,0,5.24,5.24,0.95,1,7.36,43.79,0,6.942224106969719,69.94,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,4,0,274,0,5.13,5.13,0.99,2,3.81,11.08,0,18.95306872256357,55.34,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,3,498,292,247,449,7.43,7.43,1.37,12,3.88,16.24,8,14.100985420410064,62.07,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,28.06
1,1,36,0,87,0,3.44,3.44,0.0,1,8.67,7.9,0,4.5569619703056,84.68,0,0.0,2,0.0,0.0,0,0.0,0.0,0.0,0.0
1,2,697,73,466,0,79.79,79.79,25.43,9,4.02,89.97,0,1.2337445647878644,51.89,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,12,0,125,0,1.26,1.26,0.22,1,6.12,34.27,0,1.138021578029036,72.28,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,8,0,304,0,1.36,1.36,0.14,1,3.58,66.23,0,1.9628566119707187,62.92,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,16,0,310,0,9.22,9.22,1.02,1,4.65,11.33,0,7.943512851371751,58.6,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
0,3,630,456,398,0,9.9,9.9,1.46,10,3.75,78.35,0,4.518187707647828,26.05,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,26,0,393,0,2.16,2.16,0.15,2,3.38,19.98,0,8.30830849866075,62.02,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,8,0,254,0,3.26,3.26,0.41,1,6.35,51.85,0,1.3500482557379008,71.3,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,6,0,342,0,8.49,8.49,1.36,2,3.99,47.98,0,4.022509417285508,55.96,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
0,3,635,427,88,0,4.24,4.24,0.54,8,0.0,38.01,2,1.4469876987298291,17.7,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,3,711,514,55,0,4.26,4.26,0.0,11,4.63,68.94,8,0.4351609941629711,39.6,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,39,0,90,0,6.13,6.13,0.0,1,6.77,73.67,0,1.180942068173877,77.08,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,4,392,40,359,287,19.75,13.87,4.04,10,5.17,32.98,9,8.065494350882059,86.6,0,0.0,2,0.0,0.0,0,0.0,0.0,0.0,8.7
1,0,50,0,296,0,2.13,2.13,0.32,2,4.18,76.64,0,2.818371629960824,63.52,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
0,3,382,330,80,0,3.03,3.03,0.0,13,4.11,76.25,0,1.0098360655737706,31.89,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
0,4,473,14,406,0,12.93,12.93,2.51,9,6.0,44.25,2,5.627118644067797,62.82,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,3,595,116,370,799,6.09,4.84,1.1,13,5.93,15.35,10,10.684038822434047,85.92,0,0.0,2,0.0,0.0,0,0.0,0.0,0.0,53.27
0,2,460,0,396,0,66.54,66.54,15.95,7,4.92,60.99,0,5.640268741318186,59.68,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,57,0,420,0,3.6,3.6,0.0,2,6.08,24.98,1,6.12490003217601,74.32,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,23,0,316,0,5.8,5.8,0.42,2,3.44,17.59,1,13.13246151200372,59.56,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,3,601,187,469,1545,7.66,7.66,1.47,8,9.12,26.63,4,16.823132336407603,94.03,0,0.0,2,0.0,0.0,0,0.0,0.0,0.0,61.8
1,0,11,0,214,0,1.66,1.66,0.25,1,4.79,11.04,0,17.028985566087343,66.66,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,5,14,0,347,0,6.26,6.26,0.45,2,3.94,3.34,0,92.81437364261126,61.26,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,3,700,39,452,1162,7.65,5.02,1.24,11,3.75,13.73,8,17.698471092623244,82.77,655,5010.75,2,2456.25,2183.33,32750,163.75,100.0,0.49,89.38
1,3,474,27,274,0,9.24,9.24,0.95,12,6.53,74.33,4,1.762410827027168,64.34,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,34,0,155,0,9.51,9.51,0.84,1,5.66,5.82,0,20.618556092884926,64.24,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,28,0,93,0,1.25,1.25,0.13,2,3.17,69.11,1,0.9694689539615556,61.38,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,22,0,401,0,5.28,5.28,0.0,1,5.5,9.34,0,17.665952602183037,72.0,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,51,0,342,0,2.47,2.47,0.0,2,4.53,2.74,0,31.75182470700401,68.12,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
0,3,473,359,207,0,6.14,6.14,0.92,7,3.36,42.88,0,1.632462645903493,23.88,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,5,11,0,208,0,6.18,6.18,0.88,2,4.7,26.91,0,4.347826111610019,60.0,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
0,3,546,109,431,24,8.3,6.64,1.44,13,2.78,63.77,8,2.4776540515261094,45.5,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.39
0,3,358,60,297,69,7.19,5.52,0.0,13,3.99,57.63,9,3.453062576986487,66.65,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,1.23
1,2,539,0,485,0,47.5,47.5,10.51,11,5.28,22.87,0,12.024485785249231,61.12,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,11,0,349,0,1.11,1.11,0.16,1,7.19,38.56,0,6.353734213549634,77.16,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,5,11,0,126,0,4.28,4.28,0.62,1,5.8,22.72,0,4.973591699608028,67.0,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,23,0,51,0,5.39,5.39,0.96,1,4.06,24.76,0,2.019386087956349,56.64,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
0,2,329,238,413,0,62.88,62.88,19.73,7,6.8,61.42,0,6.675350247849745,38.26,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,11,0,279,0,1.27,1.27,0.19,2,4.75,17.04,0,13.673708185525015,67.1,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
0,6,705,147,240,0,16.82,16.82,4.9,9,2.6,52.2,2,1.819923345048059,42.06,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,9,0,425,0,3.06,3.06,0.39,1,5.03,8.63,0,28.04171457600005,66.22,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
0,3,310,145,82,0,5.67,5.67,0.7,12,4.66,40.27,1,1.6886019177308018,42.93,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,3,696,137,222,0,8.83,8.83,0.9,13,3.73,21.48,0,5.074488003860161,48.05,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
0,3,449,206,331,1889,8.48,8.48,1.31,7,8.21,8.58,3,33.4498837473221,84.49,241,2043.68,2,1978.61,803.33,12050,60.25,100.0,0.968,236.12
1,3,502,95,369,174,1.38,1.09,0.24,7,5.36,62.34,4,3.384664733454301,78.87,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,2.9
1,3,532,251,165,78,3.81,3.81,0.0,9,2.09,18.35,2,6.376021665816935,65.49,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,4.33
0,2,401,286,278,222,84.96,84.96,26.18,7,4.58,56.34,6,2.928647489405819,54.01,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,4.04
1,3,673,389,147,52,2.82,2.82,0.35,12,4.78,19.84,7,2.0161290167521737,58.92,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,2.74
0,6,391,110,116,57,11.39,10.04,2.55,11,5.96,45.92,10,2.286585457030989,59.86,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,1.21
1,1,16,0,143,0,5.38,5.38,0.0,1,5.87,38.53,0,3.555671018438067,73.48,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,22,0,93,0,4.11,4.11,0.23,1,4.72,68.85,0,0.9005083714461398,66.58,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,3,364,0,393,0,5.46,5.46,0.0,8,2.81,42.72,4,2.5280898154015183,61.24,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
0,2,557,163,279,0,99.43,99.43,21.89,13,5.58,64.75,2,3.505791505791506,50.61,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,3,0,435,0,3.89,3.89,0.73,2,5.97,61.4,0,2.426710037412612,66.58,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,10,0,424,0,4.99,4.99,0.74,2,6.68,63.93,0,4.958548388655891,69.32,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
0,2,480,0,97,0,78.24,78.24,19.22,11,3.69,67.4,8,0.563798206820656,54.76,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,55,0,453,0,2.53,2.53,0.16,1,5.96,61.42,0,4.200586253524961,72.24,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,3,390,41,176,0,2.07,1.46,0.33,8,3.62,40.68,4,2.04031463562796,56.97,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,3,571,442,382,0,1.74,1.74,0.18,11,4.72,71.9,3,4.464533980356909,36.12,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
0,3,558,105,171,0,4.26,4.26,0.44,13,4.41,38.54,1,4.151530778390245,55.71,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,28,0,210,0,4.19,4.19,0.0,2,3.61,11.36,0,17.341549819872238,64.44,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,40,0,217,0,1.4,1.4,0.24,2,8.83,29.59,0,6.6576545787131645,82.92,0,0.0,2,0.0,0.0,0,0.0,0.0,0.0,0.0
1,3,378,195,447,1901,2.96,2.96,0.44,7,8.28,25.98,0,16.12779089232936,88.09,0,0.0,2,0.0,0.0,0,0.0,0.0,0.0,76.04
1,0,28,0,286,0,2.85,2.85,0.52,2,6.05,32.03,0,2.997190248475788,69.0,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,3,517,121,283,1493,3.86,3.22,0.73,8,2.79,9.97,6,27.58274750597912,74.5,404,1559.44,1,1127.16,1346.67,20200,101.0,100.0,0.723,165.89
1,0,3,0,439,0,5.5,5.5,0.79,1,8.99,28.44,0,11.990154486517817,78.06,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,46,0,370,0,6.4,6.4,0.0,1,0.0,33.25,0,7.548872180451128,50.0,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,50,0,147,0,7.17,7.17,0.0,1,4.32,8.98,0,6.792873397497847,67.28,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,3,480,402,214,335,1.07,1.07,0.0,7,2.44,21.26,0,2.775164598533172,56.26,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,15.95
1,7,6,0,303,0,4.82,4.82,0.86,1,1.23,14.55,0,15.601374365929484,46.32,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,49,0,334,0,1.34,1.34,0.07,1,5.18,66.56,0,1.3972356281733744,70.02,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,22,0,480,0,1.6,1.6,0.18,1,5.66,64.76,0,1.9610870261066424,70.84,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,3,575,456,309,162,0.71,0.71,0.12,9,5.4,35.6,2,8.342696986796218,66.45,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,4.63
1,0,6,0,225,0,8.86,8.86,0.0,2,7.88,67.14,0,1.995829627914176,81.52,0,0.0,2,0.0,0.0,0,0.0,0.0,0.0,0.0
1,3,539,404,282,0,9.7,9.7,0.0,7,7.01,60.58,0,2.4430504378778646,48.06,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,14,0,349,0,5.94,5.94,1.32,1,6.58,81.77,0,2.54372029520729,66.32,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,58,0,346,0,6.57,6.57,0.79,2,6.8,76.92,0,3.8091524567702346,69.3,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,39,0,251,0,0.66,0.66,0.0,2,7.37,11.02,0,12.704173700951978,79.48,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,4,311,198,456,456,6.9,6.9,1.08,7,6.93,65.63,7,2.864543773696548,72.25,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,7.35
1,3,688,486,293,293,9.85,9.85,0.99,9,4.6,60.35,9,3.463131819127089,60.04,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,4.97
1,0,31,0,367,0,5.58,5.58,0.82,1,6.12,67.1,0,1.8926975095086025,66.28,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,5,8,0,295,0,5.74,5.74,0.53,1,6.86,28.23,0,7.261778367841953,72.14,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,22,0,304,0,8.03,8.03,0.41,1,4.08,27.88,0,5.882353118244878,62.22,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,8,0,263,0,8.88,8.88,1.7,1,5.96,30.07,0,7.582308025072723,63.84,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,52,2,323,3875,8.43,5.38,1.46,2,6.08,27.38,1,4.894083422471814,92.78,3821,32211.03,2,23231.68,12736.67,191050,955.25,100.0,0.721,143.52
1,0,56,0,282,0,1.72,1.72,0.28,1,3.58,38.05,0,4.494086818100293,61.52,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
0,3,428,266,419,290,2.32,2.32,0.37,10,3.48,43.04,7,3.6477694391349287,65.36,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,6.17
1,1,6,0,120,0,9.95,9.95,0.85,2,4.6,16.45,0,2.370820558736016,59.9,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
0,3,605,369,246,182,6.36,6.36,0.75,11,8.2,64.33,10,1.9275609586589533,67.45,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,2.76
1,5,3,0,311,0,8.91,8.91,0.45,1,8.05,33.68,0,4.423990458726403,77.7,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,46,0,402,0,8.61,8.61,0.5,2,4.28,35.02,0,7.709879967752628,62.12,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,3,598,20,69,0,7.59,7.59,0.84,7,3.13,54.11,0,0.2587322092419588,52.78,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,36,0,187,0,7.96,7.96,0.0,1,8.76,63.4,0,1.3091482334763145,85.04,0,0.0,2,0.0,0.0,0,0.0,0.0,0.0,0.0
1,5,8,0,239,0,5.16,5.16,0.26,2,3.68,18.09,0,10.22664446874173,62.12,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,3,520,273,110,0,1.43,1.43,0.22,8,5.73,60.75,1,1.4979423868312758,49.72,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
0,3,549,500,358,0,3.58,3.58,0.7,13,4.3,52.25,6,4.019138755980861,23.77,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,5,4,0,313,0,2.94,2.94,0.21,1,3.1,74.29,0,1.2114685541912429,60.3,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
0,3,431,0,97,0,5.1,5.1,0.72,11,5.55,72.75,7,0.8797250859106529,65.0,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
0,3,622,0,204,0,3.65,3.65,0.64,13,7.53,55.44,8,2.5252525878049545,73.72,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,3,601,469,461,1735,4.17,4.17,0.8,7,8.33,26.18,4,8.288769956855162,74.11,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,66.73
1,3,403,306,92,0,8.77,8.77,0.0,7,6.08,64.68,2,0.6338899166133604,43.95,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
0,3,539,425,410,320,1.51,1.51,0.19,10,5.72,33.25,3,4.421052631578948,69.44,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,10.67
1,2,647,50,456,0,71.02,71.02,23.83,10,1.28,70.42,0,2.6554956668894887,42.03,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,10,0,311,0,2.62,2.62,0.39,1,3.99,22.04,0,8.348457003482729,62.06,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,18,0,230,0,5.68,5.68,0.36,1,7.57,20.46,0,2.346041160697206,76.68,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,48,0,159,0,4.13,4.13,0.78,2,4.29,40.51,0,3.727474852047464,59.36,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,29,0,103,0,3.24,3.24,0.51,1,6.14,11.51,0,7.993049363209052,69.46,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
0,3,522,394,230,230,5.1,5.1,0.61,12,7.8,24.13,12,7.293825367642845,74.91,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,9.58
1,0,54,0,373,0,1.08,1.08,0.12,2,0.24,14.14,0,15.841583773778206,49.76,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,58,0,324,0,8.83,8.83,1.62,2,2.83,43.58,0,5.507113123363348,51.32,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
